@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@attribute positiveW NUMERIC
@attribute negativeW NUMERIC
@attribute positiveE NUMERIC
@attribute negativeE NUMERIC
@attribute feelingcategory {positive,negative,neutral,objective}
@data
'	 movienight tomorrow   student union    pm  movie   safe house!  teamuapb ',objective,0,0,1,0,positive
'	gotta    boyfriend  december      good   mended   valentine    lol!    !!! ',positive,1,0,3,0,positive
'	     complaing   allll  dam    not like    was   rd grade parker has   main baby    ',negative,1,0,0,0,positive
'	amazon  extra strength hair nutrient tablets     tablets (packaging  vary)  viviscal     days   top        ',neutral,0,0,0,0,objective
'	 thinking  couple days    august  stone roses  night  kasabian  noel    cribs    doesn    better ',positive,1,0,0,0,positive
'	  did  shit load  typing   group better call  queen tomorrow  ',neutral,1,0,0,0,positive
'	 sos  not    top comedy  ashwni dhir  mumbai  nov   (ians) forthcoming comedy "son  sardaar"        ',negative,0,0,0,0,objective
'	think sandy   disaster  reelect obama       real disaster   can rebuild  sandy   not      obama  ',negative,0,0,0,0,objective
'	smashing melons ain   thingrt  doctorgc okay  noel gallagher  playing  louisville  november  th        ',neutral,2,0,0,0,positive
'	buzzing   game tomorrow  gong    great atmosphere    upset    cards! bring  aston villa!  stfc ',positive,1,0,2,0,positive
'	okay  today  tatum tuesday! retweet   like channing tatum! ',positive,2,0,2,0,positive
'	apple ceo  extremely sorry   problems  new maps  source       sunday  september          ',negative,0,1,0,0,negative
'	 mom    doesn  like taylor swift   guess    moving  tomorrow  ',negative,1,0,0,0,positive
'	 foot hurt ',negative,0,0,0,0,objective
'	  jennifer hudson inspired makeup look coming  monday  excited   turn  ',positive,0,0,0,0,objective
'	headlines  nadal confirms  mexican open  february  rafael nadal plans  play   mexican open  februa      ',objective,1,0,0,0,positive
'	sandy    acting  fool!!!  safe   driving ppl street lights    trees   ',neutral,0,0,1,0,positive
'	today (july   th     milk chocolate   bring     milkchocolateday   ',positive,0,0,0,0,objective
'	good luck  infinity  iain veitch  competes   taiwan  ironman      saturday ',positive,2,0,0,0,positive
'	rg  cleared   vikings game sunday  goodmood    thank god   rid  cuntsniff    cundiff  ',positive,1,0,0,0,positive
'	   order   halloween treats! deadline   pm cst today overnight shipping)  arrive tomorrow!        ',positive,0,0,2,0,positive
'	gonna meet  cast  spartacus    th!    excited! ',positive,0,0,2,0,positive
'	 rings define talent   ___  rt  jakemcwavynyc   donmanolo_  mr spinal none   guys  named    rings   finals mvp ',negative,0,0,0,0,objective
'	early vote  obama  election       more  equality  vote  beheard   ',positive,0,0,1,0,positive
'	victor cruz aint   salsa  game     overdue       th quarter     ',neutral,0,0,0,0,objective
'	think imma   flight tomorrow   denzel   shit ',negative,0,0,0,0,objective
'	  happened  matt cardle um ',objective,0,0,0,0,objective
'	 laromabella  cngmusic  figured haha       competition   ru has never   great qb  teel has   records    ',negative,1,0,0,0,positive
'	sunday    pm cst  tune   sunday blues"  underground radio   hour   blues musical styles       ',objective,0,0,0,0,objective
'	alright guys  mtl  asking  havlat  dont   suprised   trade   sharks  havlat goes   mtl     ',negative,0,0,0,0,objective
'	no          peyton  eli  meet   super bowl   denver   new york giants  winning like  did sunday ',positive,2,0,0,0,positive
'	fran says paterno was very congenial   media   early years  age    betrayal  media   part   rift  media  ',negative,0,0,0,0,objective
'	 scubaselia fancy    leonard cohen concert     madre november     should  heavenly ',positive,0,0,0,0,objective
'	 cut  th period   kevin didnt     art       good friend! ',positive,1,1,1,0,positive
'	 new bruno mars song  wicked   sounds like  cross   police  michael jackson      not play        ! ',negative,2,0,0,0,positive
'	good morning  friends  wish  very nice friday  love  peace  art  mutual respect   ) ',positive,2,0,0,0,positive
'	hot! jim ross  alicia fox   playing   kendrick perkins celebrity poker tournament tomorrow afterno      ',objective,1,0,1,0,positive
'	  like dream high   better   original!  gasp! ',positive,3,0,2,0,positive
'	rob lowe  portrayed drew peterson  now   casey anthony prosecutor   monday  was revealed  rob       ',neutral,0,0,0,0,objective
'	  picked up  december issue  wdc      full  depth review  nikon           ',positive,0,0,0,0,objective
'	   nov   duke  kent   president   attend  mersey weaver district scout council presentation     ',neutral,0,0,0,0,objective
'	axl rose  trending worldwide    sat  butt   chair  talk  live tv  drink water      bow   peasants  ',negative,0,0,0,0,objective
'	looking     carrow rd tonight  last      bale scored       rd   not want extra   ',positive,0,0,0,0,objective
'	 lukeymoore good luck tomorrow!  did    big david james  harry redknapp started  race   wore bomber jackets    ',positive,2,0,1,0,positive
'	deal   hour         up    brazil  chile  uruguay   argentina tours  air   april    deals ',neutral,0,0,0,0,objective
'	ben amos  well   hull city  clean sheet  charlton  says   enjoying  challenge  playing regular  st team  ball   mufc ',positive,1,0,0,0,positive
'	ideal home   christmas   earls court       november  has partnered  itv  bring dancing  ice  life   exhibition  ',neutral,0,0,0,0,objective
'	 friday  celebrate mock  love  avril  chad  https     ¦ ',positive,1,1,0,0,neutral
'	ima order  tickets   senior bowl  january ',objective,0,0,0,0,objective
'	amazon has  opened  black friday store   business news  cheryl ceballos    ¦ ',neutral,0,0,0,0,objective
'	 wanna   chapel hill tomorrow night       cold       work ! ',neutral,0,0,1,0,positive
'	shopping   bell game saturday   ',objective,0,0,0,0,objective
'	  jon_lolpez  sons  anarchy  spartacus ',neutral,0,0,0,0,objective
'	spain summons argentine ambassador  oil dispute   spain warned argentina  friday  risks       ',negative,0,0,0,0,objective
'	monta ellis commits   st foul!   cold    missed fts   foul     start    bucks trail  bulls        mid   ',negative,0,2,1,0,negative
'	niggas    th grade fights     high school  can   deal  ',negative,0,0,0,0,objective
'	davos coach  curto expects rick nash  return tonight  davos   fairly bad   th   table    points     gp   nyrangers ',objective,0,1,0,0,negative
'	 played rugby yesterday   broken  finger   was definitely worth  pain  game   fun   remember ',positive,3,1,0,0,positive
'	dear spurs      coc  not  champions league    wont   top        exist  ',negative,0,0,0,0,objective
'	tomorrow   walmart  target  walgreens  cvs  kroger      coming   discounted candy    ready    ) ',positive,1,0,1,0,positive
'	dook tomorrow      th     game     waiting     nc state   ',positive,0,0,0,0,objective
'	 smooth  set    stacks   grammys  february  ',neutral,0,0,0,0,objective
'	delighted  jenas            boys  girls   nffc ',positive,0,0,0,0,objective
'	 dalykobos happy birthday sweetheart     days  special   like   love  grammy ',positive,4,0,0,0,positive
'	 assassin  creed     victim  well     location   death  inspired  real life events  ',objective,0,0,0,0,objective
'	   avril lavigne song   talent     th grade    loved    ',positive,1,0,0,0,positive
'	nadal   parc  princes  saturday!  big news! rafael nadal accepted  invitation  paris saint germ      ',positive,1,0,1,0,positive
'	wildcat madness tomorrow! community pep rally! bell game! hope     ! ',positive,1,0,4,0,positive
'	congrats   mizzousoccer  mizzou beats kentucky    tigers advance  face top seed florida   semis  friday       pm!  mizsec ',positive,0,0,2,0,positive
'	 destination  thursday  premier league was decided today        hall  fame    ',objective,0,0,0,0,objective
'	  want     know   foresaw ricky martin  gay   was   rd grade ',neutral,0,0,0,0,objective
'	 tomorrow gonna stay   game  israel yay  ',positive,1,0,0,0,positive
'	 gismccurdian well     won  congrats     no  didn  work   excellent friends     mccurdiansfoughtfortheiridol ',positive,1,0,0,0,positive
'	now  think  like gary neville    ',negative,1,0,0,0,positive
'	    cab   th  colorado       twilight zone  better break  glasses   sure! ',neutral,1,0,1,0,positive
'	   first   has offered  watch  notebook       watch      th    bad  was  mom  ',negative,0,2,0,0,negative
'	does playing   club team    college athlete    ',neutral,1,0,0,0,positive
'	now  halloween    read  britain  traditional guy fawkes night! remember remember   th  november!   ',objective,0,0,2,0,positive
'	    scott peterson tomorrow   brothers    sandusky  paterno     insensitive party   no fucks  ',neutral,0,1,0,0,negative
'	  channel   celebrating    th anniversary    pretending  first    years   was  fucking good never happened  ',negative,1,0,0,0,positive
'	 hcd_news   official news  nash  thorton  play  davos      play    th match  can  buy tickets  italy  ',neutral,2,0,0,0,positive
'	anonymous asked    know  format  unboxing video      album   can          ',neutral,0,0,0,0,objective
'	 bobwildman good morning     ',neutral,1,0,1,0,positive
'	okc thunder center kendrick perkins    preseason    wrist injury ',negative,0,1,0,0,negative
'	 real_liam_payne saturday  buy  ticket    tmhtour  belgium!    happy!  ) ',positive,1,0,3,0,positive
'	dc tomorrow! stoked   friends  american  georgetown    text     free   fb ',positive,1,0,1,0,positive
'	 carlcjsmith  _schoolboyj  top   sg   kobe bryant   dwyane wade   james harden   manu ginobli   joe johnson" lol gotta   joke" ',neutral,0,0,0,0,objective
'	video    st points  anthony davis  lin  harden  rivers  drummond  harrison barnes   jrich   new teams   ',objective,0,0,0,0,objective
'	 superskin" full  veteran kickers    redskins park tomorrow  no word     run  cundiff watch    rt  ',neutral,0,0,0,0,objective
'	  ball shit   broken  ankle  sunday  football  army won       year thanks callum "twat" ',negative,2,0,0,0,positive
'	nikon contest outlaws film images  first  (update monday)       rules   nikon photo contest     ',positive,0,0,0,0,objective
'	  serious sucking up tonight   can  harry  tomorrow   hellomnamesjim ',negative,0,1,0,1,negative
'	excited  head   florida tomorrow  participating    tyrf  strikeforce   sure fl goes    mittromney   tcot  txcot  dallasgop ',positive,0,0,0,0,objective
'	middle east online  washington   egypt  new islamist president  mohamed morsi  urged  united states late sat      ',objective,0,0,0,0,objective
'	  thoughts  turning  christmas    live  bucks    giving  talk  dickens   christmas  amersham library     dec  ',objective,1,0,0,0,positive
'	skipping  bedbathbeyond shopping sprees was  huge mistake!!  could spend  month   store!!  smellsfordays  neednewknives   hellyaa ',positive,0,0,2,0,positive
'	 grey  texting   looking    useless  tomorrow  ) ',negative,0,0,1,0,positive
'	 tomorrow  nation kissing   ladies      welcome     ',positive,0,0,0,0,objective
'	celeb spot tonight  jayne middlemiss   dirtyburger   care  better        ',objective,2,0,0,0,positive
'	noel fielding      greatest people alive  ',positive,0,0,0,0,objective
'	  boy  young_simba   man never  like   would       shit      places    gottaholditdowntho ',neutral,1,1,0,0,neutral
'	dancing  ice tour highlights  sun    good  ) ',positive,1,0,1,0,positive
'	spirit friday!fill  halls  school colors  enjoy  dress  no pj  yoga pants  flip flops backless shoes    poland! ',positive,0,0,3,0,positive
'	  thingsaboutmybestfriend   treating   cookout tomorrow  first      jacksonville   scorpio_lovinn ',positive,0,0,0,0,objective
'	 wanna    shedseven  boro    th december             know    want    ',positive,0,0,0,0,objective
'	  tomorrow     route  san fran   beautiful ladyfriend  kellyalbrecht  life  pretty excellent  ',positive,1,0,0,0,positive
'	   barry  unpopularity       key player  best team   country  no older  gerrard  carrick  lampard   cole ',positive,1,0,0,0,positive
'	 stocks   greek crisis   shares  closed  wednesday  erasing earlier gains    market       ',objective,1,0,0,0,positive
'	 cletisstump  inmates settled   night     warden emotionally drained      big hug  tucking    night ',negative,0,0,0,0,objective
'	met  kfreberg  google  hangout  wednesday!  cool  meet      cited  paper  ) ',positive,1,0,2,0,positive
'	 goldberg   agree    spearing christian was   nd best spear        guy  did  spear   royal rumble  ',neutral,2,0,0,0,positive
'	 beauty     athens  greece   trust     exceptional friday    world     love  ',positive,1,0,0,0,positive
'	jeremy lin picks up   th foul    does  turn  !!!! pistons  hot right now folks!! ',positive,0,0,2,0,positive
'	 better  joe pa   pet semetary      never win agdin ',negative,2,0,0,0,positive
'	  end up     tonight     young allen ginsberg   halloween  terrible ',neutral,0,0,0,0,objective
'	activists demand release  jharkhand tribal leader  new delhi  nov   (ians) condemning  arrest  woman trib      ',negative,0,0,0,0,objective
'	ufc  fuel tv   preliminary card preview   saturday   ufc     fuel tv  coming        ufc  mma ',objective,0,0,0,0,objective
'	"  life     awesome   pretend    facebook"   ferrell ',positive,1,0,0,0,positive
'	 carriker   golston injured expect baker      nt  cofield slid   end  baker can play   well tho  ',positive,1,0,0,0,positive
'	search   absconding  rapist  footballers  police  kolkata  nov   (ians) police            yahoonews ',objective,0,0,0,0,objective
'	acta   ax  wrote     managers   hot seat  tuesday   ',negative,0,0,0,0,objective
'	obama  good  israel  tens  millions  americans     polls  tuesday  vote   president       ',positive,1,0,0,0,positive
'	today  desperation     know   mean  ',negative,0,0,0,0,objective
